disorder_id,name,name_alt1,name_alt2,abbr,gene_sym,hgnc_gene_sym,hgnc_gene_name,ncbi_gene,omim_no,inheritance,treatability,prevalence
1039,COQ7-related Coenzyme Q7 hydroxylase deficiency,Primary coenzyme Q10 deficiency type 8,NA,COQ10D8,COQ7,COQ7,,NA,616733,Autosomal Recessive,unknown,NA
1040,COQ8B-related Coenzyme Q8B (ADCK4) deficiency,Nephrotic syndrome type 9,NA,NPHS9,COQ8B,COQ8B,,NA,615573,Autosomal Recessive,unknown,NA
1041,TMLHE-related ε-N-trimethyllysine hydroxylase deficiency,X-linked autism-6,NA,AUTSX6,TMLHE,TMLHE,,NA,300872,X-linked,unknown,NA
1042,SLC27A4-related Fatty acid transport protein 4 deficiency,Ichthyosis prematurity syndrome,NA,IPS,SLC27A4,SLC27A4,,NA,608649,Autosomal Recessive,unknown,NA
1043,MFSD2A-related Lysophosphatidylcholine-esterified long-chain fatty acid transporter deficiency,Autosomal recessive primary microcephaly type 15,NA,MCPH15,MFSD2A,MFSD2A,,NA,616486,Autosomal Recessive,unknown,NA
1044,ELOVL1-related Very long-chain fatty acid elongase 1 deficiency,"Ichthyotic keratoderma, spasticity, hypomyelination and dysmorphic features (IKSHD)",NA,IKSHD,ELOVL1,ELOVL1,,NA,611813,Autosomal Dominant,unknown,NA
1045,MECR-related Mitochondrial enoyl-CoA reductase deficiency,Mitochondrial enoyl-CoA reductase protein-associated neurodegeneration (MEPAN),"Dystonia, childhood-onset, with optic atrophy and basal ganglia abnormalities",DYTOABG,MECR,MECR,,NA,617282,Autosomal Recessive,unknown,NA
1046,AQP7-related Aquaporin 7 deficiency,Hyperglyceroluria with mild platelet secretion defect,NA,GLYCQTL,AQP7,AQP7,,NA,614411,Autosomal Recessive,unknown,NA
1047,CHKB-related Choline kinase β deficiency,"Congenital muscular dystrophy, megaconial type",NA,MDCMC,CHKB,CHKB,,NA,602541,Autosomal Recessive,unknown,NA
1048,DGKE-related Diacylglycerol kinase ε deficiency,Nephrotic syndrome type 7,Atypical hemolytic uremic syndrome type 7,NPHS7,DGKE,DGKE,,NA,615008,Autosomal Recessive,unknown,NA
1049,SPTLC1-related Serine palmitoyltransferase subunit 1 deficiency,Hereditary sensory and autonomic neuropathy type 1A,NA,HSAN1A,SPTLC1,SPTLC1,,NA,162400,Autosomal Dominant,unknown,NA
1050,SPTLC2-related Serine palmitoyltransferase subunit 2 deficiency,Hereditary sensory and autonomic neuropathy type 1C,NA,HSAN1C,SPTLC2,SPTLC2,,NA,613640,Autosomal Dominant,unknown,NA
1051,CERS3-related Ceramide synthase 3 deficiency,Autosomal recessive congenital ichthyosis type 9,NA,ARCI9,CERS3,CERS3,,NA,615023,Autosomal Recessive,unknown,NA
1052,CYP4F22-related Omega hydroxylase deficiency,Autosomal recessive congenital ichthyosis type 5,NA,ARCI5,CYP4F22,CYP4F22,,NA,604777,Autosomal Recessive,unknown,NA
1053,GBA2-related Nonlysosomal glucosylceramidase deficiency,Autosomal recessive spastic paraplegia type 46,NA,SPG46,GBA2,GBA2,,NA,614409,Autosomal Recessive,unknown,NA
1054,FA2H-related Fatty acid 2-hydroxylase deficiency,Autosomal recessive spastic paraplegia type 35,Fatty acid hydroxylase-associated neurodegeneration (FAHN),SPG35,FA2H,FA2H,,NA,612319,Autosomal Recessive,unknown,NA
1055,SGPL1-related Sphingosine-1-phosphate lyase deficiency,NA,NA,NPHS14,SGPL1,SGPL1,,NA,617575,Autosomal Recessive,unknown,NA
1056,COL4A3BP-related Ceramide transfer protein superactivity,Autosomal dominant mental retardation type 34,NA,MRD34,COL4A3BP,COL4A3BP,,NA,616351,Autosomal Dominant,unknown,NA
1057,ZDHHC9-related Palmitoyltransferase deficiency,"X-linked mental retardation, Raymond type",NA,MRXSR,ZDHHC9,ZDHHC9,,NA,300799,X-linked,unknown,NA
1058,PORCN-related Porcupine palmitoyltransferase deficiency,"Goltz syndrome, focal dermal hypoplasia",NA,FDH,PORCN,PORCN,,NA,305600,X-linked,unknown,NA
1059,"FIG4-related Phosphatidylinositol 3,5-bisphosphate-5-phosphatase deficiency, neurologic phenotype (ALS11)",Amyotrophic lateral sclerosis type 11,NA,ALS11,FIG4,FIG4,,NA,612577;611228,Autosomal Dominant,unknown,NA
1060,"FIG4-related Phosphatidylinositol 3,5-bisphosphate-5-phosphatase deficiency, neuroskeletal phenotype (YVS)",Yunis-Varon syndrome,NA,YVS,FIG4,FIG4,,NA,216340,Autosomal Recessive,unknown,NA
1061,"OCRL-related Phosphatidylinositol 4,5-bisphosphate-5-phosphatase deficiency",Lowe syndrome,NA,NA,OCRL,OCRL,,NA,309000,X-linked,unknown,NA
1062,SYNJ1-related Synaptojanin 1 deficiency,Early infantile epileptic encephalopathy type 53,NA,PARK20,SYNJ1,SYNJ1,,NA,617389,Autosomal Recessive,unknown,NA
1063,MTM1-related Myotubularin 1 deficiency,X-linked myotubular myopathy,NA,CNMX,MTM1,MTM1,,NA,310400,X-linked,unknown,NA
1064,MTMR2-related Myotubularin-related protein 2 deficiency,Charcot-Marie-Tooth disease type 4B1,NA,CMT4B1,MTMR2,MTMR2,,NA,601382,Autosomal Recessive,unknown,NA
1065,SBF2-related Myotubularin-related protein 2 regulatory protein deficiency,Charcot-Marie-Tooth disease type 4B2,NA,CMT4B2,SBF2,SBF2,,NA,604563,Autosomal Recessive,unknown,NA
1066,SBF1-related Myotubularin-related protein 2 activator deficiency,Charcot-Marie-Tooth disease type 4B3,NA,CMT4B3,SBF1,SBF1,,NA,615284,Autosomal Recessive,unknown,NA
1067,PIK3CA-related Catalytic phosphatidylinositol 3-kinase α subunit superactivity,NA,NA,NA,PIK3CA,PIK3CA,,NA,171834,Autosomal Dominant,unknown,NA
1068,PIK3CD-related Catalytic phosphatidylinositol 3-kinase δ subunit superactivity,Immunodeficiency type 14,NA,IMD14,PIK3CD,PIK3CD,,NA,615513,Autosomal Dominant,unknown,NA
1069,PIK3R1-related Phosphatidylinositol 3-kinase regulatory subunit 1 deficiency,SHORT syndrome,Immunodeficiency type 36,IMD36,PIK3R1,PIK3R1,,NA,269880;616005,Autosomal Dominant,unknown,NA
1070,PIK3R2-related Phosphatidylinositol 3-kinase regulatory subunit 2 superactivity,Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome type 1,NA,MPPH1,PIK3R2,PIK3R2,,NA,603387,Autosomal Dominant,unknown,NA
1071,PIKFYVE-related Phosphatidylinositol-3-phosphate 5-kinase deficiency,Corneal fleck dystrophy,NA,NA,PIKFYVE,PIKFYVE,,NA,121850,Autosomal Dominant,unknown,NA
1072,PIP5K1C-related Phosphatidylinositol 4-phosphate 5-kinase deficiency,Lethal congenital contractural syndrome type 3,NA,LCCS3,PIP5K1C,PIP5K1C,,NA,611369,Autosomal Dominant,unknown,NA
1073,"PTEN-related Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase deficiency",PTEN hamartoma tumor syndrome,NA,NA,PTEN,PTEN,,NA,NA,Autosomal Dominant,unknown,NA
1074,"INPPL1-related Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase deficiency",Opsismodysplasia,NA,OPSMD,INPPL1,INPPL1,,NA,258480,Autosomal Recessive,unknown,NA
1075,INPP5E-related Inositol polyphosphate 5-phosphatase deficiency,Joubert syndrome type 1,"Mental retardation, truncal obesity, retinal dystrophy, and micropenis",JBTS1; MORMS,INPP5E,INPP5E,,NA,213300;610156,Autosomal Recessive,unknown,NA
1076,"PLCB1-related Phosphatidylinositol 4,5-bisphosphate phospholipase C β1 deficiency",Early infantile epileptic encephalopathy type 12,NA,EIEE12,PLCB1,PLCB1,,NA,613722,Autosomal Recessive,unknown,NA
1077,"PLCB4-related Phosphatidylinositol 4,5-bisphosphate phospholipase C β4 deficiency",Auriculocondylar syndrome type 2,NA,ARCND2,PLCB4,PLCB4,,NA,614669,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1078,"PLCG2-related Phosphatidylinositol 4,5-bisphosphate phospholipase C γ2 deficiency",Familial cold autoinflammatory syndrome type 3,NA,APLAID; FCAS3,PLCG2,PLCG2,,NA,614468,Autosomal Dominant,unknown,NA
1079,"PLCD1-related Phosphatidylinositol 4,5-bisphosphate phospholipase C δ1 deficiency",Nonsyndromic congenital nail disorder type 3,Leukonychia totalis and/or partialis,NDNC3,PLCD1,PLCD1,,NA,151600,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1080,"PLCE1-related Phosphatidylinositol 4,5-bisphosphate phospholipase C ε1 deficiency",Nephrotic syndrome type 3,NA,NPHS3,PLCE1,PLCE1,,NA,610725,Autosomal Recessive,unknown,NA
1081,"ITPR1-related Inositol 1,4,5-triphosphate receptor type 1 deficiency",Gillespie syndrome; congenital non-progressive cerebellar ataxia,Spinocerebellar ataxia type 15,GLSP; SCA15,ITPR1,ITPR1,,NA,606658,Autosomal Dominant,unknown,NA
1082,STAP1-related Familial hypercholesterolemia type 4,NA,NA,STAP1,STAP1,STAP1,,NA,604298,Autosomal Dominant,unknown,NA
1083,SAR1B-related Chylomicron retention disease,Anderson disease,NA,CMRD,SAR1B,SAR1B,,NA,246700,Autosomal Recessive,unknown,NA
1084,GPIHBP1-related  Hyperlipoproteinemia type 1D,NA,NA,NA,GPIHBP1,GPIHBP1,,NA,615947,Autosomal Recessive,unknown,NA
1085,LMF1-related Lipase maturation factor 1 deficiency,Combined lipase deficiency,NA,NA,LMF1,LMF1,,NA,246650,Autosomal Recessive,unknown,NA
1086,APOA5-related Apolipoprotein A5 deficiency,Late-onset hyperchylomicronemia,Hyperlipoproteinemia type 5,NA,APOA5,APOA5,,NA,144650,Autosomal Dominant,unknown,NA
1087,APOC3-related Apolipoprotein C3 deficiency,Hyperalphalipoproteinemia type 2,NA,HALP2,APOC3,APOC3,,NA,614028,Autosomal Dominant,unknown,NA
1088,CYP11B2-related Steroid 18-oxidase deficiency,Corticosterone methyloxidase type 2 deficiency,NA,NA,CYP11B2,CYP11B2,,NA,610600,Autosomal Recessive,unknown,NA
1090,MC2R-related ACTH receptor deficiency,Hereditary glucocorticoid deficiency type 1,Melanocortin-2 receptor deficiency,GCCD1,MC2R,MC2R,,NA,202200,Autosomal Recessive,unknown,NA
1091,MRAP-related Melanocortin-2 receptor accessory protein deficiency,Hereditary glucocorticoid deficiency type 2,NA,GCCD2,MRAP,MRAP,,NA,607398,Autosomal Recessive,unknown,NA
1092,STS-related Steroid sulfatase deficiency,X-linked ichthyosis,NA,XLI,STS,STS,,NA,308100,X-linked,unknown,NA
1093,"GATA1-related Anemia, with/without neutropenia and/or platelet abnormalities",NA,NA,NA,GATA1,GATA1,,NA,300835,X-linked,unknown,NA
1094,ABCB6-related Mitochondrial porphyrin transporter deficiency,Familial pseudohyperkalemia type 2,Dyschromatosis universalis hereditaria type 3,PSHK2; DUH3,ABCB6,ABCB6,,NA,609153;615402,Autosomal Dominant,unknown,NA
1095,CYB5R3-related NADH-cytochrome b5 reductase deficiency,NADH diaphorase deficiency,NA,NA,CYB5R3,CYB5R3,,NA,250800,Autosomal Recessive,unknown,NA
1096,CYB5A-related Cytochrome b5 deficiency,NA,NA,METAG,CYB5A,CYB5A,,NA,250790,Autosomal Recessive,unknown,NA
1097,HMOX1-related Heme oxygenase 1 deficiency,NA,NA,HMOX1D,HMOX1,HMOX1,,NA,614034,Autosomal Recessive,unknown,NA
1098,BLVRA-related Biliverdin reductase α deficiency,Hyperbiliverdinemia,NA,HBLVD,BLVRA,BLVRA,,NA,614156,"Autosomal Dominant, Autosomal Recessive",unknown,NA
1099,SLC10A2-related Apical bile salt transporter deficiency,Primary bile acid malabsorption,NA,PBAM,SLC10A2,SLC10A2,,NA,613291,Autosomal Recessive,unknown,NA
1100,EPG5-related Vici syndrome,NA,NA,VICIS,EPG5,EPG5,,NA,242840,Autosomal Recessive,unknown,NA
1101,SNX14-related Spinocerebellar ataxia 20,Autosomal recessive,NA,SCAR20,SNX14,SNX14,,NA,616354,Autosomal Recessive,unknown,NA
1102,SPG11-related Spatacsin deficiency,Juvenile amyotrophic lateral sclerosis type 5,NA,ALS5,SPG11,SPG11,,NA,602099,Autosomal Recessive,unknown,NA
1103,ZFYVE26-related Spastizin deficiency,Autosomal recessive spastic paraplegia type 15,Kjellin syndrome,SPG15,ZFYVE26,ZFYVE26,,NA,270700,Autosomal Recessive,unknown,NA
1104,AP5Z1-related  Spastic paraplegia 48,Autosomal recessive spastic paraplegia type 48,Adaptor-related protein complex 5 ζ-1 subunit deficiency,SPG48,AP5Z1,AP5Z1,,NA,613647,Autosomal Recessive,unknown,NA
1105,TECPR2-related Spastic paraplegia 49,Autosomal recessive spastic paraplegia type 49,NA,SPG49,TECPR2,TECPR2,,NA,615031,Autosomal Recessive,unknown,NA
1106,TBK1-related Frontotemporal dementia and/or amyotrophic lateral sclerosis type 4,NA,NA,FTDALS4,TBK1,TBK1,,NA,616439,Autosomal Dominant,unknown,NA
1107,RAB7A-related Charcot-Marie-Tooth disease type 2B,NA,NA,CMT2B,RAB7A,RAB7A,,NA,600882,Autosomal Dominant,unknown,NA
1108,MCOLN1-related Mucolipin 1 deficiency,Mucolipidosis type IV,NA,ML4,MCOLN1,MCOLN1,,NA,252650,Autosomal Recessive,unknown,1:100 in Ashkenazi Jewish population
1109,CTSK-related Cathepsin K deficiency,Pycnodysostosis,NA,PYCD,CTSK,CTSK,,NA,265800,Autosomal Recessive,unknown,NA
1110,CTSC-related Cathepsin C deficiency,Haim-Munk syndrome,NA,HMS,CTSC,CTSC,,NA,245010,Autosomal Recessive,unknown,NA
1111,FAR1-related Fatty Acyl-CoA reductase 1deficiency,NA,NA,PFCRD,FAR1,FAR1,,NA,616154,Autosomal Recessive,unknown,NA
1112,PEX5-related Peroxin 5 long isoform deficiency,Rhizomelic chondrodysplasia punctata type 5,NA,RCDP5,PEX5,PEX5,,NA,616716,Autosomal Recessive,unknown,NA
1113,EHHADH-related L-Bifunctional protein deficiency,Fanconi renotubular syndrome type 3,NA,FRTS3,EHHADH,EHHADH,,NA,615605,Autosomal Recessive,unknown,NA
1114,SCP2-related Sterol carrier protein-2 deficiency,Leukoencephalopathy with dystonia and motor neuropathy,NA,LKDMN,SCP2,SCP2,,NA,613724,Autosomal Recessive,unknown,NA
1116,SLC26A1-related Oxalate transporter deficiency,NA,NA,CAON,SLC26A1,SLC26A1,,NA,167030,Autosomal Recessive,unknown,NA
1117,CAT-related Catalase deficiency,Acatalasemia,akahara disease,NA,CAT,CAT,,NA,614097,Autosomal Recessive,unknown,NA
1118,"PRKCSH-related Alpha-1,3-glucosidase II subunit beta deficiency (CDG)",PRKCSH-CDG,Polycystic liver disease type 1,PCLD1,PRKCSH,PRKCSH,,NA,174050,Autosomal Dominant,unknown,NA
1119,"FUT8-related Alpha-1,6-fucosyltransferase deficiency (CDG)",FUT8-CDG,NA,FUT8-CDG; CDGF,FUT8,FUT8,,NA,618005,Autosomal Recessive,unknown,NA
1120,"POMGNT2-related O-Mannose beta-1,4-N-acetylglucosaminyltransferase deficiency (CDG)",POMGNT2-CDG,"Muscular dystrophy-dystroglycanopathy (limb-girdle) type C, 8",MDDGA8,POMGNT2,POMGNT2,,NA,614830;618135,Autosomal Recessive,unknown,NA
1121,"B3GALNT2-related Beta-1,3-galactosaminyltransferase 2 deficiency (CDG)",B3GALNT2-CDG,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies, type A, 11",MDDGA11,B3GALNT2,B3GALNT2,,NA,615181,Autosomal Recessive,unknown,NA
1122,POMK-related O-Mannose kinase deficiency (CDG),POMK-CDG,"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 12",MDDGA12; MDDGC12,POMK,POMK,,NA,616094;615249,Autosomal Recessive,unknown,NA
1124,"B4GAT1-related Beta-1,4-glucuronyltransferase 1 deficiency (CDG)",B4GAT1-CDG,Walker-Warburg syndrome (WWS); Muscle-eye-brain disease (MEB),MDDGA13,B4GAT1,B4GAT1,,NA,615287,Autosomal Recessive,unknown,NA
1125,"LARGE1-related Beta-1,3-glucuronyltransferase-α-1,3-xylosytransferase deficiency (CDG)",LARGE1-CDG,NA,MDDGA6; MDDGB6,LARGE1,LARGE1,,NA,613154;608840,Autosomal Recessive,unknown,NA
1126,"B3GALT6-related Beta-1,3-galactosyltransferase 6 deficiency (CDG)",B3GALT6-CDG,Spondyloepimetaphyseal dysplasia with joint laxity type 1; Progeroid Ehlers-Danlos syndrome type 2,SEMDJL1; EDSSPD2,B3GALT6,B3GALT6,,NA,271640;615349,Autosomal Recessive,unknown,NA
1127,"B3GAT3-related Beta-1,3-glucuronyltransferase 3 deficiency (CDG)",B3GAT3-CDG,Larsen-like syndrome,JDSCD,B3GAT3,B3GAT3,,NA,245600,Autosomal Recessive,unknown,NA
1128,EXTL3-related Exostosin-like glycosyltransferase 3 deficiency (CDG),EXTL3-CDG,Immunoskeletal dysplasia with neurodevelopmental abnormalities,ISDNA,EXTL3,EXTL3,,NA,617425,Autosomal Recessive,unknown,NA
1129,CHST3-related Chondroitin 6-sulfotransferase deficiency (CDG),CHST3-CDG,Humerospinal dysostosis,SEDCJD,CHST3,CHST3,,NA,143095,Autosomal Recessive,unknown,NA
1130,CHST14-related Dermatan 4-sulfotransferase 1 deficiency (CDG),CHST14-CDG,Ehlers-Danlos syndrome musculocontractural type 1,EDSMC1,CHST14,CHST14,,NA,601776,Autosomal Recessive,unknown,NA
1131,DSE-related Dermatan sulfate epimerase deficiency (CDG),DSE-CDG,Ehlers-Danlos syndrome musculocontractural type 2,EDSMC2,DSE,DSE,,NA,615539,Autosomal Recessive,unknown,NA
1132,CHST6-related Corneal N-acetylglucosamine 6-O-sulfotransferase deficiency (CDG),CHST6-CDG,Macular corneal dystrophy,MCD,CHST6,CHST6,,NA,217800,Autosomal Recessive,unknown,NA
1133,CANT1-related UDP-galactose nucleotidase deficiency (CDG),CANT1-CDG,Multiple epiphyseal dysplasia type 7,EDM7,CANT1,CANT1,,NA,617719,Autosomal Recessive,unknown,NA
1134,SLC26A2-related Sulfate transporter deficiency (CDG),SLC26A2-CDG,Achondrogenesis type 1; Atelosteogenesis type 2,SLC26A2-CDG,SLC26A2,SLC26A2,,NA,226900;222600;256050;600972,Autosomal Recessive,unknown,NA
1135,PAPSS2-related Phosphoadenosine 5'-phosphosulfate synthetase 2 deficiency (CDG),PAPSS2-CDG,"Spondyloepimetaphyseal dysplasia, Pakistani type",PAPSS2-CDG,PAPSS2,PAPSS2,,NA,612847,Autosomal Recessive,unknown,NA
1137,"C1GALT1C-related Core 1 beta-1,3-galactosyltransferase chaperone deficiency (CDG)",C1GALT1C-CDG,Tn polyagglutination syndrome,TNPS,C1GALT1C1,C1GALT1C1,,NA,300622,X-linked,unknown,NA
1138,OGT-related O-linked N-acetylglucosamine transferase deficiency (CDG),OGT-CDG,X-linked mental retardation type 106,MRX106,OGT,OGT,,NA,300997,X-linked,unknown,NA
1139,EOGT-related EGF domain-specific O-linked N-acetylglucosamine transferase deficiency (CDG),EOGT-CDG,Adams-Oliver syndrome type 4,AOS4,EOGT,EOGT,,NA,615297,Autosomal Recessive,unknown,NA
1140,POFUT1-related O-fucosyltransferase deficiency (CDG),POFUT1-CDG,Dowling-Degos disease type 2,DDD2,POFUT1,POFUT1,,NA,615327,Autosomal Recessive,unknown,NA
1141,PIGA-related GPI biosynthesis defect (CDG),PIGA-CDG,Multiple congenital anomalies-hypotonia-seizures syndrome type 2,MCAHS2,PIGA,PIGA,,NA,300868;300818,X-linked,unknown,NA
1142,PIGQ-related GPI biosynthesis defect (CDG),NA,NA,NA,PIGQ,PIGQ,,NA,605754,Autosomal Recessive,unknown,NA
1143,PIGL-related GPI biosynthesis defect (CDG),PIGL-CDG,CHIME syndrome,CHIME,PIGL,PIGL,,NA,280000,Autosomal Recessive,unknown,NA
1144,PIGV-related GPI biosynthesis defect (CDG),PIGV-CDG,Hyperphosphatasia with mental retardation type 1,HPMRS1,PIGV,PIGV,,NA,239300,Autosomal Recessive,unknown,NA
1145,PIGN-related GPI biosynthesis defect (CDG),PIGN-CDG,Multiple congenital anomalies-hypotonia-seizures syndrome type 1,MCAHS1,PIGN,PIGN,,NA,614080,Autosomal Recessive,unknown,NA
1146,PIGO-related GPI biosynthesis defect (CDG),PIGO-CDG,Hyperphosphatasia with mental retardation type 2,HPMRS2,PIGO,PIGO,,NA,614749,Autosomal Recessive,unknown,NA
1147,PIGT-related GPI biosynthesis defect (CDG),PIGT-CDG,Multiple congenital anomalies-hypotonia-seizures syndrome type 3,MCAHS3,PIGT,PIGT,,NA,615398,Autosomal Recessive,unknown,NA
1148,GPAA1-related GPI biosynthesis defect (CDG),GPAA1-CDG,NA,NA,GPAA1,GPAA1,,NA,617810,Autosomal Recessive,unknown,NA
1149,PGAP2-related GPI biosynthesis defect (CDG),PGAP2-CDG,Hyperphosphatasia with mental retardation type 3,HPMRS3,PGAP2,PGAP2,,NA,614207,Autosomal Recessive,unknown,NA
1150,B4GALNT1-related GM2-GD2 synthase deficiency (CDG),B4GALNT1-CDG,Autosomal recessive spastic paraplegia type 26,SPG26,B4GALNT1,B4GALNT1,,NA,609195,Autosomal Recessive,unknown,NA
1151,ST3GAL3-related GD1a-GT1b synthase deficiency (CDG),ST3GAL3-CDG,"Mental retardation, autosomal recessive 12; Epileptic encephalopathy, early infantile, 15",ST3GAL3-CDG,ST3GAL3,ST3GAL3,,NA,611090,Autosomal Recessive,unknown,NA
1152,A4GALT-related GGB3 synthase deficiency (CDG),A4GALT-CD,NOR polyagglutination syndrome,A4GALTD,A4GALT,A4GALT,,NA,111400,Autosomal Dominant,unknown,NA
1153,GFPT1-related Glutamine:fructose-6-phosphate transaminase deficiency (CDG),GFPT1-CDG,Congenital myasthenic syndrome type 12,GFPT1-CDG,GFPT1,GFPT1,,NA,610542,Autosomal Recessive,unknown,NA
1154,G6PC3-related Ubiquitous glucose-6-phosphatase deficiency (CDG),G6PC3-CDG,Dursun syndrome,SCN4,G6PC3,G6PC3,,NA,612541,Autosomal Recessive,unknown,NA
1155,SLC35A3-related UDP-N-acetylglucosamine transporter deficiency (CDG),SLC35A3-CDG,NA,SLC35A3-CDG,SLC35A3,SLC35A3,,NA,615553,Autosomal Recessive,unknown,NA
1156,JAGN1-related Jagunal 1 deficiency (CDG),JAGN1-CDG,Severe congenital neutropenia type 6,SCN6,JAGN1,JAGN1,,NA,616022,Autosomal Recessive,unknown,NA
1157,"ATP6AP2-related X-linked mental retardation, Hedera type (CDG)",ATP6AP2-CDG,NA,ATP6AP2-CDG,ATP6AP2,ATP6AP2,,NA,300423,X-linked,unknown,NA
1158,NGLY1-related N-Glycanase 1 deficiency (CDG),NGLY1-CDG,NA,NGLY1-CDDG,NGLY1,NGLY1,,NA,615273,Autosomal Recessive,unknown,NA
1159,SLC7A2-related Cationic amino acid transporter 2 deficiency,NA,NA,CAT2,SLC7A2,SLC7A2,,NA,601872,Autosomal Recessive,unknown,NA
1160,MAT2A-related Methionine adenosyltransferase II deficiency,NA,NA,MAT2A,MAT2A,MAT2A,,NA,601468,Autosomal Dominant,unknown,NA
1161,HYKK-related Hydroxylysinuria,NA,NA,AGPHD1,HYKK,HYKK,,NA,614681,Autosomal Dominant,unknown,NA
1162,GABRA6-related GABA type A receptor α 6 subunit deficiency,NA,NA,NA,GABRA6,GABRA6,,NA,137143,Autosomal Dominant,unknown,NA
1163,GABRD-related GABA type A receptor δ subunit deficiency,NA,NA,NA,GABRD,GABRD,,NA,137163,Autosomal Recessive,unknown,NA
